"StockPrice.Date","StockPrice...j."
"3/1/2011",0.956
"4/1/2011",0.974
"5/1/2011",0.974
"6/1/2011",0.992
"7/1/2011",1.01
"10/1/2011",0.956
"11/1/2011",0.974
"12/1/2011",0.956
"13/1/2011",0.992
"14/1/2011",0.992
"17/1/2011",0.947
"18/1/2011",0.965
"19/1/2011",0.974
"20/1/2011",0.947
"21/1/2011",0.947
"24/1/2011",0.974
"25/1/2011",0.974
"26/1/2011",0.992
"27/1/2011",0.992
"28/1/2011",0.992
"31/1/2011",0.974
"1/2/2011",0.974
"2/2/2011",0.974
"3/2/2011",0.974
"4/2/2011",0.974
"7/2/2011",0.938
"8/2/2011",0.965
"9/2/2011",0.965
"10/2/2011",0.947
"11/2/2011",0.947
"14/2/2011",0.947
"15/2/2011",0.947
"16/2/2011",0.956
"17/2/2011",0.983
"18/2/2011",0.956
"21/2/2011",0.956
"22/2/2011",0.929
"23/2/2011",0.929
"24/2/2011",0.902
"25/2/2011",0.956
"28/2/2011",0.902
"1/3/2011",0.911
"2/3/2011",0.911
"3/3/2011",0.902
"4/3/2011",0.92
"7/3/2011",0.929
"8/3/2011",0.938
"9/3/2011",0.929
"10/3/2011",0.902
"11/3/2011",0.902
"14/3/2011",0.902
"15/3/2011",0.902
"16/3/2011",0.902
"17/3/2011",0.92
"18/3/2011",0.92
"21/3/2011",0.938
"22/3/2011",0.938
"23/3/2011",0.983
"24/3/2011",0.965
"25/3/2011",0.929
"28/3/2011",0.929
"29/3/2011",0.92
"30/3/2011",0.911
"31/3/2011",0.92
"1/4/2011",0.92
"4/4/2011",0.911
"5/4/2011",0.911
"6/4/2011",0.902
"7/4/2011",0.929
"8/4/2011",0.911
"11/4/2011",0.902
"12/4/2011",0.929
"13/4/2011",0.92
"14/4/2011",0.956
"15/4/2011",0.929
"18/4/2011",0.929
"19/4/2011",0.929
"20/4/2011",0.929
"21/4/2011",0.92
"22/4/2011",0.92
"25/4/2011",0.92
"26/4/2011",0.929
"27/4/2011",0.929
"28/4/2011",0.929
"29/4/2011",0.902
"2/5/2011",0.902
"3/5/2011",0.902
"4/5/2011",0.911
"5/5/2011",0.911
"6/5/2011",0.902
"9/5/2011",0.893
"10/5/2011",0.893
"11/5/2011",0.893
"12/5/2011",0.893
"13/5/2011",0.893
"16/5/2011",0.884
"17/5/2011",0.911
"18/5/2011",0.893
"19/5/2011",0.92
"20/5/2011",0.893
"23/5/2011",0.884
"24/5/2011",0.866
"25/5/2011",0.866
"26/5/2011",0.848
"27/5/2011",0.848
"30/5/2011",0.848
"31/5/2011",0.848
"1/6/2011",0.83
"2/6/2011",0.839
"3/6/2011",0.848
"6/6/2011",0.848
"7/6/2011",0.83
"8/6/2011",0.866
"9/6/2011",0.866
"10/6/2011",0.848
"13/6/2011",0.857
"14/6/2011",0.902
"15/6/2011",0.938
"16/6/2011",0.929
"17/6/2011",0.938
"20/6/2011",0.947
"21/6/2011",0.947
"22/6/2011",0.938
"23/6/2011",0.902
"24/6/2011",0.92
"27/6/2011",0.929
"28/6/2011",0.902
"29/6/2011",0.929
"30/6/2011",0.929
"1/7/2011",0.929
"4/7/2011",0.92
"5/7/2011",0.893
"6/7/2011",0.893
"7/7/2011",0.893
"8/7/2011",0.902
"11/7/2011",0.884
"12/7/2011",0.866
"13/7/2011",0.929
"14/7/2011",0.92
"15/7/2011",0.884
"18/7/2011",0.875
"19/7/2011",0.857
"20/7/2011",0.866
"21/7/2011",0.857
"22/7/2011",0.902
"25/7/2011",0.848
"26/7/2011",0.848
"27/7/2011",0.848
"28/7/2011",0.848
"29/7/2011",0.821
"1/8/2011",0.884
"2/8/2011",0.884
"3/8/2011",0.884
"4/8/2011",0.875
"5/8/2011",0.857
"8/8/2011",0.83
"9/8/2011",0.776
"10/8/2011",0.776
"11/8/2011",0.767
"12/8/2011",0.785
"15/8/2011",0.767
"16/8/2011",0.722
"17/8/2011",0.749
"18/8/2011",0.74
"19/8/2011",0.74
"22/8/2011",0.749
"23/8/2011",0.74
"24/8/2011",0.704
"25/8/2011",0.704
"26/8/2011",0.704
"29/8/2011",0.676
"30/8/2011",0.695
"31/8/2011",0.695
"1/9/2011",0.731
"2/9/2011",0.722
"5/9/2011",0.704
"6/9/2011",0.704
"7/9/2011",0.704
"8/9/2011",0.713
"9/9/2011",0.704
"12/9/2011",0.685
"13/9/2011",0.685
"14/9/2011",0.631
"15/9/2011",0.613
"16/9/2011",0.613
"19/9/2011",0.568
"20/9/2011",0.532
"21/9/2011",0.55
"22/9/2011",0.523
"23/9/2011",0.523
"26/9/2011",0.451
"27/9/2011",0.469
"28/9/2011",0.478
"29/9/2011",0.478
"30/9/2011",0.586
"3/10/2011",0.496
"4/10/2011",0.496
"5/10/2011",0.496
"6/10/2011",0.532
"7/10/2011",0.532
"10/10/2011",0.541
"11/10/2011",0.541
"12/10/2011",0.577
"13/10/2011",0.55
"14/10/2011",0.559
"17/10/2011",0.568
"18/10/2011",0.55
"19/10/2011",0.532
"20/10/2011",0.532
"21/10/2011",0.532
"24/10/2011",0.532
"25/10/2011",0.532
"26/10/2011",0.532
"27/10/2011",0.55
"28/10/2011",0.541
"31/10/2011",0.541
"1/11/2011",0.541
"2/11/2011",0.541
"3/11/2011",0.541
"4/11/2011",0.559
"7/11/2011",0.577
"8/11/2011",0.586
"9/11/2011",0.55
"10/11/2011",0.55
"11/11/2011",0.541
"14/11/2011",0.541
"15/11/2011",0.541
"16/11/2011",0.559
"17/11/2011",0.568
"18/11/2011",0.568
"21/11/2011",0.541
"22/11/2011",0.532
"23/11/2011",0.523
"24/11/2011",0.523
"25/11/2011",0.532
"28/11/2011",0.532
"29/11/2011",0.541
"30/11/2011",0.532
"1/12/2011",0.523
"2/12/2011",0.523
"5/12/2011",0.532
"6/12/2011",0.532
"7/12/2011",0.55
"8/12/2011",0.541
"9/12/2011",0.541
"12/12/2011",0.541
"13/12/2011",0.532
"14/12/2011",0.523
"15/12/2011",0.541
"16/12/2011",0.532
"19/12/2011",0.532
"20/12/2011",0.541
"21/12/2011",0.541
"22/12/2011",0.541
"23/12/2011",0.541
"26/12/2011",0.541
"27/12/2011",0.541
"28/12/2011",0.532
"29/12/2011",0.514
"30/12/2011",0.523
"2/1/2012",0.523
"3/1/2012",0.532
"4/1/2012",0.532
"5/1/2012",0.541
"6/1/2012",0.541
"9/1/2012",0.55
"10/1/2012",0.532
"11/1/2012",0.541
"12/1/2012",0.541
"13/1/2012",0.541
"16/1/2012",0.541
"17/1/2012",0.586
"18/1/2012",0.577
"19/1/2012",0.586
"20/1/2012",0.586
"23/1/2012",0.586
"24/1/2012",0.586
"25/1/2012",0.586
"26/1/2012",0.604
"27/1/2012",0.604
"30/1/2012",0.613
"31/1/2012",0.613
"1/2/2012",0.613
"2/2/2012",0.613
"3/2/2012",0.613
"6/2/2012",0.613
"7/2/2012",0.622
"8/2/2012",0.631
"9/2/2012",0.631
"10/2/2012",0.622
"13/2/2012",0.722
"14/2/2012",0.667
"15/2/2012",0.667
"16/2/2012",0.667
"17/2/2012",0.676
"20/2/2012",0.685
"21/2/2012",0.649
"22/2/2012",0.667
"23/2/2012",0.649
"24/2/2012",0.676
"27/2/2012",0.676
"28/2/2012",0.658
"29/2/2012",0.667
"1/3/2012",0.667
"2/3/2012",0.667
"5/3/2012",0.667
"6/3/2012",0.667
"7/3/2012",0.649
"8/3/2012",0.649
"9/3/2012",0.649
"12/3/2012",0.64
"13/3/2012",0.622
"14/3/2012",0.631
"15/3/2012",0.64
"16/3/2012",0.64
"19/3/2012",0.64
"20/3/2012",0.64
"21/3/2012",0.595
"22/3/2012",0.595
"23/3/2012",0.595
"26/3/2012",0.595
"27/3/2012",0.586
