"StockPrice.Date","StockPrice...j."
"3/1/2011",0.6
"4/1/2011",0.63
"5/1/2011",0.62
"6/1/2011",0.57
"7/1/2011",0.57
"10/1/2011",0.56
"11/1/2011",0.58
"12/1/2011",0.58
"13/1/2011",0.58
"14/1/2011",0.59
"17/1/2011",0.59
"18/1/2011",0.59
"19/1/2011",0.58
"20/1/2011",0.58
"21/1/2011",0.56
"24/1/2011",0.58
"25/1/2011",0.56
"26/1/2011",0.57
"27/1/2011",0.56
"28/1/2011",0.55
"31/1/2011",0.55
"1/2/2011",0.57
"2/2/2011",0.57
"3/2/2011",0.57
"4/2/2011",0.57
"7/2/2011",0.58
"8/2/2011",0.55
"9/2/2011",0.55
"10/2/2011",0.58
"11/2/2011",0.55
"14/2/2011",0.54
"15/2/2011",0.54
"16/2/2011",0.55
"17/2/2011",0.56
"18/2/2011",0.57
"21/2/2011",0.57
"22/2/2011",0.53
"23/2/2011",0.54
"24/2/2011",0.5
"25/2/2011",0.51
"28/2/2011",0.51
"1/3/2011",0.52
"2/3/2011",0.52
"3/3/2011",0.53
"4/3/2011",0.55
"7/3/2011",0.53
"8/3/2011",0.57
"9/3/2011",0.57
"10/3/2011",0.57
"11/3/2011",0.57
"14/3/2011",0.56
"15/3/2011",0.54
"16/3/2011",0.52
"17/3/2011",0.5
"18/3/2011",0.52
"21/3/2011",0.52
"22/3/2011",0.53
"23/3/2011",0.53
"24/3/2011",0.53
"25/3/2011",0.53
"28/3/2011",0.53
"29/3/2011",0.53
"30/3/2011",0.53
"31/3/2011",0.53
"1/4/2011",0.53
"4/4/2011",0.53
"5/4/2011",0.53
"6/4/2011",0.52
"7/4/2011",0.5
"8/4/2011",0.54
"11/4/2011",0.53
"12/4/2011",0.5
"13/4/2011",0.55
"14/4/2011",0.53
"15/4/2011",0.53
"18/4/2011",0.53
"19/4/2011",0.53
"20/4/2011",0.5
"21/4/2011",0.495
"22/4/2011",0.495
"25/4/2011",0.495
"26/4/2011",0.5
"27/4/2011",0.5
"28/4/2011",0.51
"29/4/2011",0.53
"2/5/2011",0.53
"3/5/2011",0.5
"4/5/2011",0.51
"5/5/2011",0.5
"6/5/2011",0.52
"9/5/2011",0.52
"10/5/2011",0.52
"11/5/2011",0.5
"12/5/2011",0.5
"13/5/2011",0.57
"16/5/2011",0.54
"17/5/2011",0.54
"18/5/2011",0.53
"19/5/2011",0.53
"20/5/2011",0.5
"23/5/2011",0.5
"24/5/2011",0.5
"25/5/2011",0.5
"26/5/2011",0.54
"27/5/2011",0.51
"30/5/2011",0.51
"31/5/2011",0.51
"1/6/2011",0.55
"2/6/2011",0.51
"3/6/2011",0.55
"6/6/2011",0.55
"7/6/2011",0.53
"8/6/2011",0.55
"9/6/2011",0.54
"10/6/2011",0.51
"13/6/2011",0.52
"14/6/2011",0.53
"15/6/2011",0.54
"16/6/2011",0.54
"17/6/2011",0.5
"20/6/2011",0.51
"21/6/2011",0.53
"22/6/2011",0.52
"23/6/2011",0.52
"24/6/2011",0.52
"27/6/2011",0.52
"28/6/2011",0.51
"29/6/2011",0.51
"30/6/2011",0.51
"1/7/2011",0.51
"4/7/2011",0.51
"5/7/2011",0.5
"6/7/2011",0.5
"7/7/2011",0.5
"8/7/2011",0.5
"11/7/2011",0.52
"12/7/2011",0.5
"13/7/2011",0.52
"14/7/2011",0.52
"15/7/2011",0.52
"18/7/2011",0.51
"19/7/2011",0.51
"20/7/2011",0.49
"21/7/2011",0.53
"22/7/2011",0.52
"25/7/2011",0.52
"26/7/2011",0.51
"27/7/2011",0.53
"28/7/2011",0.52
"29/7/2011",0.52
"1/8/2011",0.52
"2/8/2011",0.52
"3/8/2011",0.52
"4/8/2011",0.51
"5/8/2011",0.5
"8/8/2011",0.47
"9/8/2011",0.5
"10/8/2011",0.49
"11/8/2011",0.49
"12/8/2011",0.485
"15/8/2011",0.48
"16/8/2011",0.46
"17/8/2011",0.51
"18/8/2011",0.52
"19/8/2011",0.59
"22/8/2011",0.56
"23/8/2011",0.58
"24/8/2011",0.6
"25/8/2011",0.62
"26/8/2011",0.6
"29/8/2011",0.55
"30/8/2011",0.57
"31/8/2011",0.57
"1/9/2011",0.6
"2/9/2011",0.61
"5/9/2011",0.6
"6/9/2011",0.6
"7/9/2011",0.6
"8/9/2011",0.59
"9/9/2011",0.62
"12/9/2011",0.6
"13/9/2011",0.6
"14/9/2011",0.56
"15/9/2011",0.56
"16/9/2011",0.6
"19/9/2011",0.58
"20/9/2011",0.58
"21/9/2011",0.58
"22/9/2011",0.57
"23/9/2011",0.56
"26/9/2011",0.5
"27/9/2011",0.5
"28/9/2011",0.49
"29/9/2011",0.49
"30/9/2011",0.49
"3/10/2011",0.46
"4/10/2011",0.46
"5/10/2011",0.46
"6/10/2011",0.49
"7/10/2011",0.455
"10/10/2011",0.495
"11/10/2011",0.495
"12/10/2011",0.53
"13/10/2011",0.52
"14/10/2011",0.52
"17/10/2011",0.59
"18/10/2011",0.59
"19/10/2011",0.58
"20/10/2011",0.57
"21/10/2011",0.57
"24/10/2011",0.57
"25/10/2011",0.57
"26/10/2011",0.6
"27/10/2011",0.62
"28/10/2011",0.62
"31/10/2011",0.66
"1/11/2011",0.65
"2/11/2011",0.65
"3/11/2011",0.63
"4/11/2011",0.7
"7/11/2011",0.68
"8/11/2011",0.65
"9/11/2011",0.68
"10/11/2011",0.64
"11/11/2011",0.64
"14/11/2011",0.68
"15/11/2011",0.67
"16/11/2011",0.66
"17/11/2011",0.65
"18/11/2011",0.66
"21/11/2011",0.65
"22/11/2011",0.65
"23/11/2011",0.64
"24/11/2011",0.6
"25/11/2011",0.63
"28/11/2011",0.63
"29/11/2011",0.65
"30/11/2011",0.63
"1/12/2011",0.64
"2/12/2011",0.64
"5/12/2011",0.64
"6/12/2011",0.64
"7/12/2011",0.64
"8/12/2011",0.62
"9/12/2011",0.64
"12/12/2011",0.6
"13/12/2011",0.6
"14/12/2011",0.58
"15/12/2011",0.58
"16/12/2011",0.58
"19/12/2011",0.58
"20/12/2011",0.6
"21/12/2011",0.59
"22/12/2011",0.59
"23/12/2011",0.6
"26/12/2011",0.6
"27/12/2011",0.6
"28/12/2011",0.59
"29/12/2011",0.57
"30/12/2011",0.59
"2/1/2012",0.59
"3/1/2012",0.54
"4/1/2012",0.52
"5/1/2012",0.52
"6/1/2012",0.57
"9/1/2012",0.56
"10/1/2012",0.52
"11/1/2012",0.54
"12/1/2012",0.52
"13/1/2012",0.52
"16/1/2012",0.52
"17/1/2012",0.52
"18/1/2012",0.53
"19/1/2012",0.54
"20/1/2012",0.52
"23/1/2012",0.52
"24/1/2012",0.52
"25/1/2012",0.52
"26/1/2012",0.55
"27/1/2012",0.59
"30/1/2012",0.57
"31/1/2012",0.52
"1/2/2012",0.52
"2/2/2012",0.55
"3/2/2012",0.59
"6/2/2012",0.56
"7/2/2012",0.55
"8/2/2012",0.56
"9/2/2012",0.59
"10/2/2012",0.6
"13/2/2012",0.6
"14/2/2012",0.6
"15/2/2012",0.6
"16/2/2012",0.6
"17/2/2012",0.61
"20/2/2012",0.65
"21/2/2012",0.64
"22/2/2012",0.66
"23/2/2012",0.67
"24/2/2012",0.67
"27/2/2012",0.67
"28/2/2012",0.66
"29/2/2012",0.66
"1/3/2012",0.65
"2/3/2012",0.68
"5/3/2012",0.68
"6/3/2012",0.65
"7/3/2012",0.65
"8/3/2012",0.67
"9/3/2012",0.67
"12/3/2012",0.68
"13/3/2012",0.68
"14/3/2012",0.68
"15/3/2012",0.69
"16/3/2012",0.75
"19/3/2012",0.75
"20/3/2012",0.76
"21/3/2012",0.76
"22/3/2012",0.75
"23/3/2012",0.74
"26/3/2012",0.73
"27/3/2012",0.74
"28/3/2012",0.75
"29/3/2012",0.74
"30/3/2012",0.75
"2/4/2012",0.75
"3/4/2012",0.75
"4/4/2012",0.75
"5/4/2012",0.74
"6/4/2012",0.74
"9/4/2012",0.74
"10/4/2012",0.75
"11/4/2012",0.76
"12/4/2012",0.75
"13/4/2012",0.76
"16/4/2012",0.76
"17/4/2012",0.78
"18/4/2012",0.79
"19/4/2012",0.79
"20/4/2012",0.81
"23/4/2012",0.8
"24/4/2012",0.78
"25/4/2012",0.78
"26/4/2012",0.79
"27/4/2012",0.81
"30/4/2012",0.8
"1/5/2012",0.8
"2/5/2012",0.8
"3/5/2012",0.79
"4/5/2012",0.8
"7/5/2012",0.8
"8/5/2012",0.8
"9/5/2012",0.79
"10/5/2012",0.82
"11/5/2012",0.78
"14/5/2012",0.78
"15/5/2012",0.79
"16/5/2012",0.75
"17/5/2012",0.75
"18/5/2012",0.76
"21/5/2012",0.74
"22/5/2012",0.74
"23/5/2012",0.74
"24/5/2012",0.75
"25/5/2012",0.74
"28/5/2012",0.7
"29/5/2012",0.7
"30/5/2012",0.73
"31/5/2012",0.7
"1/6/2012",0.7
"4/6/2012",0.7
"5/6/2012",0.7
"6/6/2012",0.7
"7/6/2012",0.7
"8/6/2012",0.72
"11/6/2012",0.72
"12/6/2012",0.72
"13/6/2012",0.73
"14/6/2012",0.74
"15/6/2012",0.73
"18/6/2012",0.73
"19/6/2012",0.76
"20/6/2012",0.77
"21/6/2012",0.78
"22/6/2012",0.75
"25/6/2012",0.75
"26/6/2012",0.77
"27/6/2012",0.75
"28/6/2012",0.76
"29/6/2012",0.77
"2/7/2012",0.77
"3/7/2012",0.77
"4/7/2012",0.77
"5/7/2012",0.77
"6/7/2012",0.74
"9/7/2012",0.71
"10/7/2012",0.71
"11/7/2012",0.71
"12/7/2012",0.71
"13/7/2012",0.72
"16/7/2012",0.72
"17/7/2012",0.72
"18/7/2012",0.71
"19/7/2012",0.75
"20/7/2012",0.74
"23/7/2012",0.72
"24/7/2012",0.72
"25/7/2012",0.71
"26/7/2012",0.71
"27/7/2012",0.71
"30/7/2012",0.72
"31/7/2012",0.72
"1/8/2012",0.72
"2/8/2012",0.71
"3/8/2012",0.72
"6/8/2012",0.72
"7/8/2012",0.72
"8/8/2012",0.72
"9/8/2012",0.72
"10/8/2012",0.72
"13/8/2012",0.69
"14/8/2012",0.71
"15/8/2012",0.7
"16/8/2012",0.7
"17/8/2012",0.71
"20/8/2012",0.7
"21/8/2012",0.7
"22/8/2012",0.67
"23/8/2012",0.71
"24/8/2012",0.71
"27/8/2012",0.71
"28/8/2012",0.71
"29/8/2012",0.7
"30/8/2012",0.7
"31/8/2012",0.7
"3/9/2012",0.7
"4/9/2012",0.68
"5/9/2012",0.66
"6/9/2012",0.66
"7/9/2012",0.69
"10/9/2012",0.67
"11/9/2012",0.65
"12/9/2012",0.65
"13/9/2012",0.66
"14/9/2012",0.67
"17/9/2012",0.7
"18/9/2012",0.69
"19/9/2012",0.74
"20/9/2012",0.71
"21/9/2012",0.71
"24/9/2012",0.69
"25/9/2012",0.7
"26/9/2012",0.71
"27/9/2012",0.72
"28/9/2012",0.72
"1/10/2012",0.72
"2/10/2012",0.72
"3/10/2012",0.69
"4/10/2012",0.68
"5/10/2012",0.69
"8/10/2012",0.69
"9/10/2012",0.7
"10/10/2012",0.7
"11/10/2012",0.7
"12/10/2012",0.7
"15/10/2012",0.68
"16/10/2012",0.68
"17/10/2012",0.68
"18/10/2012",0.68
"19/10/2012",0.68
"22/10/2012",0.68
"23/10/2012",0.68
"24/10/2012",0.69
"25/10/2012",0.71
"26/10/2012",0.71
"29/10/2012",0.72
"30/10/2012",0.72
"31/10/2012",0.7
