"StockPrice.Date","StockPrice...j."
"3/1/2011",0.29
"4/1/2011",0.29
"5/1/2011",0.35
"6/1/2011",0.305
"7/1/2011",0.32
"10/1/2011",0.32
"11/1/2011",0.32
"12/1/2011",0.33
"13/1/2011",0.32
"14/1/2011",0.32
"17/1/2011",0.335
"18/1/2011",0.32
"19/1/2011",0.33
"20/1/2011",0.325
"21/1/2011",0.325
"24/1/2011",0.325
"25/1/2011",0.335
"26/1/2011",0.33
"27/1/2011",0.335
"28/1/2011",0.335
"31/1/2011",0.33
"1/2/2011",0.34
"2/2/2011",0.34
"3/2/2011",0.34
"4/2/2011",0.34
"7/2/2011",0.33
"8/2/2011",0.34
"9/2/2011",0.325
"10/2/2011",0.315
"11/2/2011",0.325
"14/2/2011",0.31
"15/2/2011",0.35
"16/2/2011",0.35
"17/2/2011",0.335
"18/2/2011",0.345
"21/2/2011",0.33
"22/2/2011",0.32
"23/2/2011",0.31
"24/2/2011",0.3
"25/2/2011",0.3
"28/2/2011",0.3
"1/3/2011",0.3
"2/3/2011",0.3
"3/3/2011",0.3
"4/3/2011",0.3
"7/3/2011",0.3
"8/3/2011",0.3
"9/3/2011",0.3
"10/3/2011",0.3
"11/3/2011",0.3
"14/3/2011",0.3
"15/3/2011",0.3
"16/3/2011",0.3
"17/3/2011",0.3
"18/3/2011",0.3
"21/3/2011",0.3
"22/3/2011",0.3
"23/3/2011",0.3
"24/3/2011",0.3
"25/3/2011",0.31
"28/3/2011",0.31
"29/3/2011",0.34
"30/3/2011",0.305
"31/3/2011",0.305
"1/4/2011",0.305
"4/4/2011",0.305
"5/4/2011",0.305
"6/4/2011",0.305
"7/4/2011",0.305
"8/4/2011",0.3
"11/4/2011",0.3
"12/4/2011",0.285
"13/4/2011",0.285
"14/4/2011",0.295
"15/4/2011",0.295
"18/4/2011",0.29
"19/4/2011",0.29
"20/4/2011",0.29
"21/4/2011",0.29
"22/4/2011",0.29
"25/4/2011",0.29
"26/4/2011",0.29
"27/4/2011",0.29
"28/4/2011",0.29
"29/4/2011",0.29
"2/5/2011",0.29
"3/5/2011",0.29
"4/5/2011",0.285
"5/5/2011",0.275
"6/5/2011",0.275
"9/5/2011",0.275
"10/5/2011",0.275
"11/5/2011",0.265
"12/5/2011",0.265
"13/5/2011",0.265
"16/5/2011",0.265
"17/5/2011",0.265
"18/5/2011",0.265
"19/5/2011",0.265
"20/5/2011",0.26
"23/5/2011",0.26
"24/5/2011",0.26
"25/5/2011",0.26
"26/5/2011",0.26
"27/5/2011",0.25
"30/5/2011",0.25
"31/5/2011",0.25
"1/6/2011",0.25
"2/6/2011",0.25
"3/6/2011",0.25
"6/6/2011",0.25
"7/6/2011",0.28
"8/6/2011",0.28
"9/6/2011",0.28
"10/6/2011",0.28
"13/6/2011",0.28
"14/6/2011",0.28
"15/6/2011",0.25
"16/6/2011",0.24
"17/6/2011",0.24
"20/6/2011",0.25
"21/6/2011",0.25
"22/6/2011",0.233
"23/6/2011",0.233
"24/6/2011",0.232
"27/6/2011",0.232
"28/6/2011",0.232
"29/6/2011",0.232
"30/6/2011",0.232
"1/7/2011",0.232
"4/7/2011",0.232
"5/7/2011",0.232
"6/7/2011",0.232
"7/7/2011",0.232
"8/7/2011",0.33
"11/7/2011",0.3
"12/7/2011",0.29
"13/7/2011",0.29
"14/7/2011",0.29
"15/7/2011",0.25
"18/7/2011",0.25
"19/7/2011",0.25
"20/7/2011",0.24
"21/7/2011",0.24
"22/7/2011",0.265
"25/7/2011",0.265
"26/7/2011",0.265
"27/7/2011",0.24
"28/7/2011",0.24
"29/7/2011",0.24
"1/8/2011",0.24
"2/8/2011",0.24
"3/8/2011",0.24
"4/8/2011",0.24
"5/8/2011",0.24
"8/8/2011",0.24
"9/8/2011",0.24
"10/8/2011",0.24
"11/8/2011",0.24
"12/8/2011",0.24
"15/8/2011",0.24
"16/8/2011",0.24
"17/8/2011",0.24
"18/8/2011",0.24
"19/8/2011",0.24
"22/8/2011",0.24
"23/8/2011",0.239
"24/8/2011",0.26
"25/8/2011",0.26
"26/8/2011",0.26
"29/8/2011",0.26
"30/8/2011",0.26
"31/8/2011",0.26
"1/9/2011",0.26
"2/9/2011",0.26
"5/9/2011",0.26
"6/9/2011",0.24
"7/9/2011",0.24
"8/9/2011",0.24
"9/9/2011",0.24
"12/9/2011",0.24
"13/9/2011",0.24
"14/9/2011",0.24
"15/9/2011",0.24
"16/9/2011",0.24
"19/9/2011",0.24
"20/9/2011",0.24
"21/9/2011",0.24
"22/9/2011",0.24
"23/9/2011",0.24
"26/9/2011",0.24
"27/9/2011",0.24
"28/9/2011",0.24
"29/9/2011",0.24
"30/9/2011",0.24
"3/10/2011",0.24
"4/10/2011",0.24
"5/10/2011",0.24
"6/10/2011",0.24
"7/10/2011",0.24
"10/10/2011",0.24
"11/10/2011",0.24
"12/10/2011",0.24
"13/10/2011",0.24
"14/10/2011",0.24
"17/10/2011",0.24
"18/10/2011",0.25
"19/10/2011",0.25
"20/10/2011",0.245
"21/10/2011",0.245
"24/10/2011",0.245
"25/10/2011",0.245
"26/10/2011",0.245
"27/10/2011",0.245
"28/10/2011",0.245
"31/10/2011",0.245
"1/11/2011",0.245
"2/11/2011",0.245
"3/11/2011",0.245
"4/11/2011",0.23
"7/11/2011",0.235
"8/11/2011",0.235
"9/11/2011",0.235
"10/11/2011",0.235
"11/11/2011",0.235
"14/11/2011",0.25
"15/11/2011",0.42
"16/11/2011",0.285
"17/11/2011",0.3
"18/11/2011",0.355
"21/11/2011",0.31
"22/11/2011",0.31
"23/11/2011",0.31
"24/11/2011",0.31
"25/11/2011",0.31
"28/11/2011",0.295
"29/11/2011",0.26
"30/11/2011",0.26
"1/12/2011",0.26
"2/12/2011",0.26
"5/12/2011",0.26
"6/12/2011",0.25
"7/12/2011",0.25
"8/12/2011",0.25
"9/12/2011",0.25
"12/12/2011",0.25
"13/12/2011",0.25
"14/12/2011",0.25
"15/12/2011",0.25
"16/12/2011",0.25
"19/12/2011",0.25
"20/12/2011",0.25
"21/12/2011",0.25
"22/12/2011",0.25
"23/12/2011",0.25
"26/12/2011",0.25
"27/12/2011",0.25
