"StockPrice.Date","StockPrice...j."
"3/1/2011",0.555
"4/1/2011",0.538
"5/1/2011",0.538
"6/1/2011",0.538
"7/1/2011",0.533
"10/1/2011",0.516
"11/1/2011",0.52
"12/1/2011",0.503
"13/1/2011",0.503
"14/1/2011",0.49
"17/1/2011",0.472
"18/1/2011",0.481
"19/1/2011",0.485
"20/1/2011",0.481
"21/1/2011",0.485
"24/1/2011",0.459
"25/1/2011",0.446
"26/1/2011",0.398
"27/1/2011",0.433
"28/1/2011",0.433
"31/1/2011",0.424
"1/2/2011",0.45
"2/2/2011",0.472
"3/2/2011",0.472
"4/2/2011",0.472
"7/2/2011",0.481
"8/2/2011",0.472
"9/2/2011",0.459
"10/2/2011",0.459
"11/2/2011",0.455
"14/2/2011",0.455
"15/2/2011",0.45
"16/2/2011",0.442
"17/2/2011",0.446
"18/2/2011",0.446
"21/2/2011",0.437
"22/2/2011",0.428
"23/2/2011",0.437
"24/2/2011",0.407
"25/2/2011",0.411
"28/2/2011",0.42
"1/3/2011",0.459
"2/3/2011",0.52
"3/3/2011",0.538
"4/3/2011",0.551
"7/3/2011",0.546
"8/3/2011",0.538
"9/3/2011",0.542
"10/3/2011",0.555
"11/3/2011",0.533
"14/3/2011",0.542
"15/3/2011",0.525
"16/3/2011",0.52
"17/3/2011",0.481
"18/3/2011",0.49
"21/3/2011",0.485
"22/3/2011",0.481
"23/3/2011",0.481
"24/3/2011",0.472
"25/3/2011",0.459
"28/3/2011",0.477
"29/3/2011",0.481
"30/3/2011",0.507
"31/3/2011",0.498
"1/4/2011",0.468
"4/4/2011",0.468
"5/4/2011",0.468
"6/4/2011",0.455
"7/4/2011",0.442
"8/4/2011",0.442
"11/4/2011",0.437
"12/4/2011",0.437
"13/4/2011",0.428
"14/4/2011",0.428
"15/4/2011",0.428
"18/4/2011",0.42
"19/4/2011",0.415
"20/4/2011",0.428
"21/4/2011",0.481
"22/4/2011",0.481
"25/4/2011",0.481
"26/4/2011",0.481
"27/4/2011",0.446
"28/4/2011",0.463
"29/4/2011",0.459
"2/5/2011",0.459
"3/5/2011",0.459
"4/5/2011",0.481
"5/5/2011",0.481
"6/5/2011",0.472
"9/5/2011",0.459
"10/5/2011",0.459
"11/5/2011",0.459
"12/5/2011",0.455
"13/5/2011",0.446
"16/5/2011",0.446
"17/5/2011",0.433
"18/5/2011",0.433
"19/5/2011",0.424
"20/5/2011",0.424
"23/5/2011",0.415
"24/5/2011",0.424
"25/5/2011",0.411
"26/5/2011",0.393
"27/5/2011",0.393
"30/5/2011",0.393
"31/5/2011",0.389
"1/6/2011",0.385
"2/6/2011",0.363
"3/6/2011",0.35
"6/6/2011",0.35
"7/6/2011",0.337
"8/6/2011",0.323
"9/6/2011",0.223
"10/6/2011",0.236
"13/6/2011",0.223
"14/6/2011",0.223
"15/6/2011",0.223
"16/6/2011",0.201
"17/6/2011",0.197
"20/6/2011",0.175
"21/6/2011",0.175
"22/6/2011",0.188
"23/6/2011",0.184
"24/6/2011",0.184
"27/6/2011",0.21
"28/6/2011",0.232
"29/6/2011",0.219
"30/6/2011",0.21
"1/7/2011",0.21
"4/7/2011",0.223
"5/7/2011",0.223
"6/7/2011",0.262
"7/7/2011",0.24
"8/7/2011",0.24
"11/7/2011",0.223
"12/7/2011",0.21
"13/7/2011",0.214
"14/7/2011",0.21
"15/7/2011",0.201
"18/7/2011",0.197
"19/7/2011",0.197
"20/7/2011",0.197
"21/7/2011",0.197
"22/7/2011",0.21
"25/7/2011",0.201
"26/7/2011",0.199
"27/7/2011",0.197
"28/7/2011",0.192
"29/7/2011",0.21
"1/8/2011",0.197
"2/8/2011",0.199
"3/8/2011",0.21
"4/8/2011",0.21
"5/8/2011",0.19
"8/8/2011",0.17
"9/8/2011",0.166
"10/8/2011",0.16
"11/8/2011",0.151
"12/8/2011",0.151
"15/8/2011",0.149
"16/8/2011",0.153
"17/8/2011",0.153
"18/8/2011",0.151
"19/8/2011",0.133
"22/8/2011",0.133
"23/8/2011",0.122
"24/8/2011",0.12
"25/8/2011",0.122
"26/8/2011",0.116
"29/8/2011",0.111
"30/8/2011",0.125
"31/8/2011",0.131
"1/9/2011",0.133
"2/9/2011",0.131
"5/9/2011",0.122
"6/9/2011",0.118
"7/9/2011",0.116
"8/9/2011",0.114
"9/9/2011",0.122
"12/9/2011",0.111
"13/9/2011",0.111
"14/9/2011",0.116
"15/9/2011",0.114
"16/9/2011",0.12
"19/9/2011",0.114
"20/9/2011",0.111
"21/9/2011",0.109
"22/9/2011",0.097
"23/9/2011",0.088
"26/9/2011",0.08
"27/9/2011",0.087
"28/9/2011",0.09
"29/9/2011",0.09
"30/9/2011",0.088
"3/10/2011",0.085
"4/10/2011",0.084
"5/10/2011",0.084
"6/10/2011",0.087
"7/10/2011",0.087
"10/10/2011",0.086
"11/10/2011",0.09
"12/10/2011",0.095
"13/10/2011",0.095
"14/10/2011",0.094
"17/10/2011",0.09
"18/10/2011",0.092
"19/10/2011",0.087
"20/10/2011",0.089
"21/10/2011",0.087
"24/10/2011",0.087
"25/10/2011",0.093
"26/10/2011",0.096
"27/10/2011",0.094
"28/10/2011",0.094
"31/10/2011",0.092
"1/11/2011",0.09
"2/11/2011",0.091
"3/11/2011",0.087
"4/11/2011",0.087
"7/11/2011",0.092
"8/11/2011",0.103
"9/11/2011",0.108
"10/11/2011",0.131
"11/11/2011",0.173
"14/11/2011",0.162
"15/11/2011",0.151
"16/11/2011",0.138
"17/11/2011",0.144
