Date,8256 HK Equity,,8106 HK Equity,,1155 HK Equity,,524 HK Equity,,1202 HK Equity,,1085 HK Equity,,471 HK Equity,,138 HK Equity,,8005 HK Equity,,8227 HK Equity,,8167 HK Equity,,2342 HK Equity,,877 HK Equity,,989 HK Equity,,1883 HK Equity,,215 HK Equity,,552 HK Equity,,8 HK Equity,,763 HK Equity,,762 HK Equity,,728 HK Equity,,941 HK Equity
20/8/2015,0.193,,0.51,,0.74,,0.7,,1.27,,2.09,,1.6,,0.86,,3.3,,0.395,,0.901,,1.247,,1.8,,0.64,,3.32,,3.21,,3.281,,4.58,,16.02,,10.48,,4.35,,98.15
21/8/2015,0.189,,0.51,,0.73,,0.67,,1.15,,1.99,,1.53,,0.83,,3.01,,0.38,,0.848,,1.232,,1.73,,0.6,,3.24,,3.1,,3.082,,4.43,,15.44,,10.82,,4.65,,100.3
24/8/2015,0.148,,0.51,,0.65,,0.57,,1.12,,1.8,,1.29,,0.78,,2.68,,0.34,,0.525,,1.074,,1.6,,0.55,,2.91,,2.95,,2.942,,4.07,,13.48,,10.6,,4.35,,92.35
25/8/2015,0.14,,0.395,,0.65,,0.54,,1.1,,1.87,,1.26,,0.78,,2.5,,0.3,,0.595,,1.074,,1.61,,0.46,,3,,3,,2.872,,4.08,,13.48,,10.38,,4.29,,92.65
26/8/2015,0.156,,0.395,,0.65,,0.56,,1.1,,1.82,,1.27,,0.8,,2.72,,0.31,,0.63,,1.067,,1.64,,0.52,,2.55,,3.02,,2.803,,4.09,,13.82,,9.98,,4.18,,90.15
27/8/2015,0.162,,0.45,,0.68,,0.6,,1.15,,1.94,,1.39,,0.83,,3.11,,0.32,,0.647,,1.142,,1.62,,0.55,,2.7,,3.09,,2.962,,4.16,,16.2,,10.36,,4.16,,94.05
28/8/2015,0.162,,0.42,,0.63,,0.65,,1.24,,1.92,,1.4,,0.85,,3.25,,0.345,,0.603,,1.157,,1.64,,0.59,,2.52,,3.09,,2.922,,4.08,,16.28,,10.34,,4.1,,91.8
31/8/2015,0.147,,0.39,,0.65,,0.61,,1.23,,1.93,,1.37,,0.81,,3.2,,0.345,,0.603,,1.134,,1.64,,0.59,,2.48,,3.13,,2.842,,4.09,,15.62,,10.18,,4.06,,93.9
1/9/2015,0.143,,0.395,,0.64,,0.58,,1.22,,1.93,,1.29,,0.82,,2.94,,0.35,,0.577,,1.134,,1.64,,0.55,,2.47,,3.1,,2.783,,4.04,,15.2,,10.04,,3.96,,92.75
2/9/2015,0.136,,0.4,,0.64,,0.56,,1.2,,1.91,,1.23,,0.79,,2.68,,0.355,,0.586,,1.134,,1.68,,0.55,,2.42,,3.09,,2.733,,3.93,,15.1,,9.95,,3.86,,91.75
3/9/2015,0.136,,0.4,,0.64,,0.56,,1.2,,1.91,,1.23,,0.79,,2.68,,0.355,,0.586,,1.134,,1.68,,0.55,,2.42,,3.09,,2.733,,3.93,,15.1,,9.95,,3.86,,91.75
4/9/2015,0.141,,0.395,,0.64,,0.56,,1.04,,1.87,,1.19,,0.8,,2.8,,0.38,,0.533,,1.089,,1.65,,0.55,,2.44,,3.15,,2.783,,3.97,,15.48,,9.86,,3.89,,91.5
7/9/2015,0.142,,0.395,,0.63,,0.55,,1.15,,1.9,,1.21,,0.81,,2.8,,0.405,,0.56,,1.104,,1.65,,0.55,,2.44,,3.18,,2.813,,3.99,,15.52,,9.78,,3.83,,89.3
8/9/2015,0.146,,0.39,,0.66,,0.61,,1.13,,1.91,,1.34,,0.81,,2.69,,0.41,,0.568,,1.157,,1.69,,0.59,,2.55,,3.14,,2.872,,4.14,,16.26,,10.16,,3.9,,91.7
9/9/2015,0.153,,0.395,,0.69,,0.63,,1.16,,1.95,,1.36,,0.81,,2.62,,0.44,,0.595,,1.187,,1.71,,0.6,,2.58,,3.06,,2.952,,4.08,,16.86,,10.42,,4.08,,93.95
10/9/2015,0.153,,0.39,,0.68,,0.59,,1.18,,1.93,,1.32,,0.8,,2.56,,0.44,,0.56,,1.18,,1.74,,0.6,,2.44,,2.98,,2.932,,4.04,,17.32,,10.28,,4.04,,91.7
11/9/2015,0.163,,0.41,,0.7,,0.62,,1.18,,1.98,,1.33,,0.79,,2.64,,0.415,,0.577,,1.18,,1.75,,0.74,,2.43,,2.98,,2.902,,3.98,,16.92,,10.34,,4.02,,91.55
14/9/2015,0.148,,0.39,,0.72,,0.6,,1.18,,1.88,,1.29,,0.77,,2.51,,0.42,,0.568,,1.18,,1.73,,0.7,,2.42,,2.99,,2.962,,3.98,,17.2,,10.42,,4.03,,91.3
15/9/2015,0.149,,0.34,,0.73,,0.58,,1.18,,1.88,,1.23,,0.79,,2.52,,0.42,,0.551,,1.172,,1.69,,0.69,,2.43,,3.01,,2.942,,3.93,,17.02,,10.18,,3.99,,90.15
16/9/2015,0.15,,0.365,,0.74,,0.56,,1.18,,1.88,,1.27,,0.8,,2.51,,0.425,,0.56,,1.21,,1.69,,0.72,,2.57,,3.05,,3.082,,3.99,,17.44,,10.38,,4.07,,93.5
17/9/2015,0.149,,0.37,,0.75,,0.56,,1.12,,1.88,,1.28,,0.79,,2.49,,0.425,,0.551,,1.21,,1.7,,0.71,,2.5,,3.06,,3.102,,3.98,,17.94,,10.18,,3.99,,91.75
18/9/2015,0.163,,0.37,,0.73,,0.64,,1.25,,1.88,,1.31,,0.8,,2.47,,0.415,,0.577,,1.27,,1.75,,0.78,,2.52,,3.04,,3.152,,3.97,,17.88,,10.2,,3.96,,92.15
21/9/2015,0.157,,0.37,,0.72,,0.63,,1.25,,1.88,,1.31,,0.78,,2.43,,0.425,,0.647,,1.262,,1.73,,0.8,,2.47,,3.08,,3.082,,3.98,,18.2,,10.06,,3.91,,93.1
22/9/2015,0.157,,0.385,,0.73,,0.61,,1.18,,1.83,,1.31,,0.78,,2.38,,0.455,,0.612,,1.292,,1.71,,0.83,,2.5,,3.18,,3.132,,4.07,,18.14,,10.24,,3.95,,96.95
23/9/2015,0.157,,0.375,,0.72,,0.59,,1.15,,1.83,,1.26,,0.76,,2.38,,0.435,,0.586,,1.24,,1.68,,0.85,,2.58,,3.19,,3.152,,4.04,,17.74,,9.83,,3.87,,95.4
24/9/2015,0.157,,0.4,,0.71,,0.58,,1.15,,1.83,,1.23,,0.79,,2.4,,0.455,,0.586,,1.262,,1.66,,0.83,,2.55,,3.22,,3.022,,4.08,,17.56,,9.81,,3.84,,94.95
25/9/2015,0.157,,0.45,,0.73,,0.58,,1.15,,1.87,,1.26,,0.8,,2.37,,0.435,,0.568,,1.262,,1.62,,0.84,,2.62,,3.2,,3.062,,4.1,,17.6,,9.83,,3.77,,94.4
28/9/2015,0.157,,0.45,,0.73,,0.58,,1.15,,1.87,,1.26,,0.8,,2.37,,0.435,,0.568,,1.262,,1.62,,0.84,,2.62,,3.2,,3.062,,4.1,,17.6,,9.83,,3.77,,94.4
29/9/2015,0.148,,0.42,,0.71,,0.59,,1.18,,1.85,,1.2,,0.78,,2.11,,0.445,,0.568,,1.21,,1.65,,0.83,,2.56,,3.15,,2.972,,3.95,,17.16,,9.55,,3.65,,92.05
30/9/2015,0.154,,0.425,,0.72,,0.59,,1.28,,1.8,,1.2,,0.76,,2.13,,0.42,,0.577,,1.24,,1.65,,0.8,,2.65,,3.11,,2.972,,3.97,,17.64,,9.81,,3.73,,91.8
1/10/2015,0.154,,0.425,,0.72,,0.59,,1.28,,1.8,,1.2,,0.76,,2.13,,0.42,,0.577,,1.24,,1.65,,0.8,,2.65,,3.11,,2.972,,3.97,,17.64,,9.81,,3.73,,91.8
2/10/2015,0.158,,0.435,,0.72,,0.61,,1.3,,1.83,,1.2,,0.77,,2.12,,0.44,,0.586,,1.232,,1.73,,0.76,,2.74,,3.15,,3.042,,4.04,,17.7,,10.02,,3.74,,94.3
5/10/2015,0.158,,0.435,,0.73,,0.64,,1.38,,2.01,,1.2,,0.77,,2.1,,0.44,,0.577,,1.255,,1.7,,0.81,,2.75,,3.18,,3.062,,4.13,,17.8,,9.99,,3.76,,94.7
6/10/2015,0.152,,0.435,,0.72,,0.7,,1.28,,2.01,,1.19,,0.77,,2.05,,0.435,,0.568,,1.255,,1.72,,0.86,,2.72,,3.18,,3.102,,4.15,,17.58,,9.68,,3.69,,93.5
7/10/2015,0.154,,0.435,,0.73,,0.69,,1.35,,1.86,,1.15,,0.79,,2.35,,0.43,,0.603,,1.292,,1.72,,0.85,,2.87,,3.09,,3.202,,4.19,,18.08,,9.85,,3.81,,94.85
8/10/2015,0.159,,0.435,,0.73,,0.7,,1.32,,1.83,,1.2,,0.79,,2.8,,0.435,,0.612,,1.27,,1.69,,0.86,,2.88,,3.07,,3.132,,4.19,,17.92,,9.56,,3.78,,93.05
9/10/2015,0.159,,0.41,,0.74,,0.67,,1.38,,1.8,,1.24,,0.8,,2.86,,0.43,,0.612,,1.285,,1.68,,0.94,,2.93,,3.11,,3.122,,4.15,,17.46,,9.82,,3.84,,91.6
12/10/2015,0.159,,0.415,,0.76,,0.66,,1.39,,1.9,,1.28,,0.8,,2.84,,0.405,,0.603,,1.277,,1.71,,0.92,,2.97,,3.08,,3.231,,4.16,,18.1,,10.36,,4,,93.15
13/10/2015,0.168,,0.415,,0.75,,0.65,,1.39,,1.9,,1.26,,0.8,,2.72,,0.425,,0.603,,1.3,,1.71,,0.9,,2.8,,3.06,,3.202,,4.13,,18.5,,10.76,,4.06,,92.55
14/10/2015,0.17,,0.415,,0.76,,0.64,,1.3,,1.85,,1.21,,0.8,,2.61,,0.41,,0.603,,1.232,,1.69,,0.9,,2.84,,3.04,,3.211,,4.15,,18.48,,10.84,,4.1,,91.2
15/10/2015,0.184,,0.415,,0.8,,0.63,,1.37,,1.88,,1.22,,0.81,,2.61,,0.42,,0.621,,1.388,,1.76,,0.9,,2.88,,3.05,,3.241,,4.14,,18.94,,10.54,,4.08,,93.7
16/10/2015,0.18,,0.415,,0.8,,0.64,,1.38,,1.9,,1.2,,0.8,,2.66,,0.42,,0.586,,1.413,,1.81,,0.88,,3.02,,3.08,,3.231,,4.19,,18.98,,10.56,,4.03,,94.2
19/10/2015,0.178,,0.415,,0.81,,0.62,,1.36,,1.85,,1.19,,0.81,,2.95,,0.42,,0.577,,1.421,,1.85,,0.86,,2.95,,3.04,,3.261,,4.18,,18.82,,10.58,,4.08,,95.95
20/10/2015,0.18,,0.425,,0.81,,0.62,,1.43,,1.82,,1.17,,0.81,,2.85,,0.41,,0.577,,1.421,,1.86,,0.84,,2.97,,3.06,,3.231,,4.16,,19.1,,10.26,,4.09,,95.7
21/10/2015,0.18,,0.425,,0.81,,0.62,,1.43,,1.82,,1.17,,0.81,,2.85,,0.41,,0.577,,1.421,,1.86,,0.84,,2.97,,3.06,,3.231,,4.16,,19.1,,10.26,,4.09,,95.7
22/10/2015,0.179,,0.425,,0.8,,0.62,,1.4,,1.79,,1.19,,0.81,,2.87,,0.4,,0.568,,1.405,,1.85,,0.85,,3.01,,3.04,,3.211,,4.3,,18.96,,9.96,,4.08,,92.75
23/10/2015,0.179,,0.425,,0.81,,0.63,,1.4,,1.79,,1.21,,0.81,,2.85,,0.41,,0.568,,1.38,,2.09,,0.9,,3.14,,3.05,,3.251,,4.26,,19.02,,9.84,,4.09,,93.35
26/10/2015,0.179,,0.42,,0.8,,0.64,,1.38,,1.76,,1.21,,0.8,,2.83,,0.46,,0.595,,1.388,,2.07,,1.02,,3,,3.04,,3.221,,4.24,,18.88,,9.79,,4.18,,93.85
27/10/2015,0.184,,0.42,,0.78,,0.62,,1.38,,1.81,,1.21,,0.8,,2.95,,0.43,,0.586,,1.372,,2.26,,1.11,,3.13,,3.05,,3.261,,4.27,,18.86,,9.7,,4.2,,95
28/10/2015,0.175,,0.42,,0.78,,0.61,,1.38,,1.81,,1.64,,0.8,,3.17,,0.435,,0.568,,1.372,,2.18,,1.2,,3.16,,3.05,,3.182,,4.22,,19.02,,9.58,,4.19,,94.5
29/10/2015,0.166,,0.415,,0.78,,0.62,,1.35,,1.86,,1.49,,0.8,,3.05,,0.41,,0.542,,1.322,,2.32,,1.11,,3.33,,2.96,,3.152,,4.19,,18.7,,9.49,,4.07,,93.55
30/10/2015,0.174,,0.415,,0.78,,0.62,,1.39,,1.83,,1.47,,0.8,,3.02,,0.41,,0.551,,1.322,,2.28,,0.96,,3.22,,2.87,,3.112,,4.2,,18.74,,9.57,,4.07,,92.8
2/11/2015,0.174,,0.415,,0.77,,0.61,,1.35,,1.82,,1.36,,0.79,,2.36,,0.395,,0.56,,1.306,,2.26,,0.9,,3.31,,2.78,,3.082,,4.19,,18.56,,9.4,,4.02,,92.4
3/11/2015,0.162,,0.415,,0.76,,0.63,,1.38,,1.8,,1.31,,0.8,,2.42,,0.4,,0.542,,1.331,,2.31,,0.82,,3.35,,2.77,,3.152,,4.19,,18.94,,9.45,,4.05,,92.8
4/11/2015,0.161,,0.5,,0.74,,0.63,,1.4,,1.85,,1.39,,0.81,,2.44,,0.4,,0.542,,1.347,,2.31,,0.93,,3.43,,2.8,,3.241,,4.29,,18.86,,9.55,,4.15,,95
5/11/2015,0.152,,0.5,,0.75,,0.63,,1.39,,1.84,,1.37,,0.79,,2.49,,0.4,,0.542,,1.314,,2.31,,0.89,,3.37,,2.78,,3.261,,4.37,,18.82,,10.12,,4.2,,95.25
6/11/2015,0.155,,0.49,,0.75,,0.61,,1.4,,1.82,,1.35,,0.79,,2.5,,0.4,,0.516,,1.314,,2.27,,0.98,,3.44,,2.77,,3.271,,4.28,,18.54,,10.12,,4.18,,93.3
9/11/2015,0.16,,0.48,,0.75,,0.62,,1.42,,1.77,,1.33,,0.79,,2.43,,0.395,,0.516,,1.281,,2.21,,0.91,,3.36,,2.78,,3.202,,4.27,,18.72,,9.91,,4.08,,91.2
10/11/2015,0.159,,0.43,,0.73,,0.68,,1.48,,1.77,,1.3,,0.78,,2.39,,0.4,,0.481,,1.289,,2.13,,0.98,,3.19,,2.71,,3.152,,4.28,,18.38,,9.77,,3.99,,90.65
11/11/2015,0.159,,0.43,,0.73,,0.64,,1.43,,1.76,,1.3,,0.77,,2.41,,0.4,,0.437,,1.281,,2.18,,0.96,,3.1,,2.69,,3.132,,4.29,,17.76,,9.74,,3.94,,90.25
12/11/2015,0.154,,0.43,,0.72,,0.64,,1.36,,1.73,,1.35,,0.77,,2.36,,0.395,,0.455,,1.264,,2.29,,0.93,,3.12,,2.67,,3.142,,4.33,,17.38,,10.18,,4.08,,93.15
13/11/2015,0.153,,0.445,,0.71,,0.64,,1.38,,1.8,,1.31,,0.77,,2.35,,0.39,,0.481,,1.24,,2.23,,0.93,,3.14,,2.7,,3.032,,4.28,,17.44,,9.99,,3.98,,90.55
16/11/2015,0.15,,0.445,,0.72,,0.64,,1.34,,1.79,,1.25,,0.76,,2.38,,0.385,,0.472,,1.215,,2.12,,1.01,,3.11,,2.78,,2.992,,4.29,,17.08,,9.88,,3.88,,89.55
17/11/2015,0.15,,0.45,,0.72,,0.63,,1.35,,1.83,,1.29,,0.76,,2.39,,0.39,,0.498,,1.231,,2.12,,1.02,,3.06,,2.7,,2.992,,4.34,,17.38,,9.96,,3.94,,90.25
18/11/2015,0.145,,0.45,,0.74,,0.66,,1.4,,1.79,,1.28,,0.77,,2.38,,0.395,,0.586,,1.223,,2.13,,1.03,,3.15,,2.65,,2.992,,4.38,,17.1,,9.68,,3.86,,90.3
19/11/2015,0.152,,0.45,,0.71,,0.66,,1.4,,1.8,,1.28,,0.79,,2.4,,0.395,,0.568,,1.273,,2.13,,1.1,,3.19,,2.73,,3.012,,4.43,,17.2,,9.92,,3.91,,90.95
20/11/2015,0.162,,0.45,,0.71,,0.66,,1.47,,1.78,,1.28,,0.79,,2.4,,0.415,,0.56,,1.281,,2.21,,1.11,,3.22,,2.72,,3.082,,4.46,,17.86,,10.06,,4.01,,91.75
23/11/2015,0.153,,0.495,,0.71,,0.64,,1.43,,1.75,,1.28,,0.77,,2.4,,0.39,,0.568,,1.248,,2.24,,1.15,,3.16,,2.74,,3.062,,4.52,,17.8,,9.94,,3.96,,91.45
24/11/2015,0.147,,0.495,,0.71,,0.65,,1.49,,1.81,,1.31,,0.77,,2.46,,0.39,,0.577,,1.256,,2.24,,1.11,,3.21,,2.8,,3.112,,4.55,,18.16,,9.94,,3.97,,91.55
25/11/2015,0.157,,0.495,,0.72,,0.64,,1.44,,1.81,,1.35,,0.78,,2.4,,0.39,,0.568,,1.231,,2.22,,1.04,,3.15,,2.75,,3.082,,4.6,,18.22,,9.79,,3.88,,90.7
26/11/2015,0.167,,0.55,,0.72,,0.64,,1.47,,1.8,,1.32,,0.77,,2.39,,0.39,,0.525,,1.231,,2.17,,1.02,,3.1,,2.79,,3.082,,4.64,,17.9,,9.78,,3.83,,90.1
27/11/2015,0.179,,0.5,,0.71,,0.62,,1.39,,1.77,,1.3,,0.78,,2.3,,0.38,,0.533,,1.223,,2.21,,1.05,,3.07,,2.78,,3.022,,4.53,,17.58,,9.67,,3.8,,88.8
30/11/2015,0.183,,0.47,,0.72,,0.62,,1.4,,1.77,,1.31,,0.79,,2.24,,0.385,,0.53,,1.207,,2.16,,1.02,,2.99,,2.7,,2.982,,4.69,,17.42,,9.6,,3.8,,88.1
1/12/2015,0.175,,0.62,,0.7,,0.6,,1.4,,1.73,,1.28,,0.8,,2.21,,0.395,,0.48,,1.198,,2.18,,1.04,,3.06,,2.68,,3.102,,4.63,,17.7,,9.68,,3.85,,90.4
2/12/2015,0.177,,0.75,,0.69,,0.6,,1.4,,1.75,,1.3,,0.8,,2.36,,0.385,,0.465,,1.207,,2.21,,1.04,,3.06,,2.71,,3.072,,4.61,,17.52,,9.67,,3.84,,90.6
3/12/2015,0.179,,0.67,,0.69,,0.6,,1.29,,1.7,,1.29,,0.8,,2.23,,0.385,,0.51,,1.198,,2.22,,1,,3.07,,2.68,,3.082,,4.56,,17.42,,9.51,,3.72,,90.1
4/12/2015,0.178,,0.67,,0.69,,0.58,,1.35,,1.7,,1.46,,0.8,,2.24,,0.39,,0.5,,1.19,,2.21,,0.99,,3.1,,2.71,,3.102,,4.53,,17.26,,9.42,,3.67,,90.3
7/12/2015,0.169,,0.78,,0.69,,0.56,,1.41,,1.74,,1.34,,0.79,,2.2,,0.39,,0.485,,1.182,,2.28,,1.02,,3.01,,2.72,,3.032,,4.49,,17.38,,9.33,,3.62,,90.6
8/12/2015,0.163,,0.72,,0.68,,0.55,,1.41,,1.74,,1.3,,0.8,,2.19,,0.39,,0.48,,1.157,,2.15,,0.96,,2.98,,2.7,,3.082,,4.53,,17.26,,9.26,,3.58,,89.65
9/12/2015,0.16,,0.7,,0.67,,0.57,,1.36,,1.74,,1.28,,0.78,,2.19,,0.38,,0.43,,1.132,,2.18,,0.97,,2.96,,2.72,,3.022,,4.55,,17.12,,9.16,,3.58,,89.55
10/12/2015,0.16,,0.68,,0.65,,0.57,,1.41,,1.7,,1.28,,0.79,,2.19,,0.39,,0.43,,1.174,,2.16,,0.94,,2.94,,2.73,,2.813,,4.54,,17.04,,9.08,,3.54,,89.85
11/12/2015,0.172,,0.65,,0.65,,0.53,,1.38,,1.7,,1.23,,0.78,,2.17,,0.365,,0.44,,1.132,,2.14,,0.91,,2.87,,2.68,,2.733,,4.58,,16.78,,9.13,,3.46,,89.6
14/12/2015,0.158,,0.71,,0.63,,0.54,,1.35,,1.78,,1.21,,0.77,,2.28,,0.37,,0.405,,1.124,,2.13,,1,,2.82,,2.69,,2.832,,4.52,,16.98,,9.16,,3.44,,87.85
15/12/2015,0.169,,0.73,,0.65,,0.52,,1.38,,1.76,,1.2,,0.76,,2.24,,0.37,,0.4,,1.157,,2.14,,0.98,,2.78,,2.69,,2.842,,4.49,,16.92,,9.36,,3.46,,87.8
16/12/2015,0.174,,0.77,,0.65,,0.54,,1.33,,1.77,,1.23,,0.76,,2.28,,0.39,,0.4,,1.149,,2.2,,0.97,,2.92,,2.69,,2.912,,4.5,,16.94,,9.51,,3.6,,89.5
17/12/2015,0.167,,0.71,,0.67,,0.52,,1.33,,1.77,,1.19,,0.76,,2.26,,0.39,,0.405,,1.19,,2.24,,0.98,,2.97,,2.66,,2.882,,4.47,,16.78,,9.6,,3.62,,89.1
18/12/2015,0.173,,0.72,,0.68,,0.51,,1.28,,1.74,,1.21,,0.76,,2.36,,0.395,,0.4,,1.174,,2.17,,0.95,,2.93,,2.72,,2.852,,4.59,,16.78,,9.6,,3.61,,88.1
21/12/2015,0.172,,0.72,,0.67,,0.51,,1.22,,1.7,,1.2,,0.76,,2.56,,0.44,,0.42,,1.165,,2.19,,0.95,,2.96,,2.66,,2.892,,4.54,,17.14,,9.5,,3.65,,87.75
22/12/2015,0.167,,0.65,,0.7,,0.53,,1.26,,1.71,,1.24,,0.99,,2.59,,0.475,,0.44,,1.231,,2.25,,0.97,,2.94,,2.67,,2.882,,4.55,,16.98,,9.49,,3.63,,88.35
23/12/2015,0.156,,0.64,,0.67,,0.52,,1.28,,1.68,,1.23,,0.93,,2.61,,0.5,,0.485,,1.231,,2.24,,0.98,,2.92,,2.67,,2.902,,4.53,,16.92,,9.52,,3.71,,88.3
24/12/2015,0.149,,0.68,,0.67,,0.53,,1.3,,1.77,,1.24,,0.95,,2.59,,0.52,,0.51,,1.215,,2.24,,0.98,,2.9,,2.68,,2.892,,4.52,,16.74,,9.57,,3.73,,88.55
25/12/2015,0.149,,0.68,,0.67,,0.53,,1.3,,1.77,,1.24,,0.95,,2.59,,0.52,,0.51,,1.215,,2.24,,0.98,,2.9,,2.68,,2.892,,4.52,,16.74,,9.57,,3.73,,88.55
28/12/2015,0.15,,0.79,,0.68,,0.53,,1.25,,1.76,,1.2,,1,,2.59,,0.52,,0.56,,1.165,,2.25,,1,,2.91,,2.68,,2.902,,4.5,,16.9,,9.51,,3.68,,87.6
29/12/2015,0.154,,0.75,,0.66,,0.51,,1.28,,1.75,,1.23,,0.96,,2.63,,0.47,,0.59,,1.19,,2.23,,0.98,,2.94,,2.67,,2.932,,4.59,,17,,9.54,,3.69,,87.75
30/12/2015,0.145,,0.78,,0.68,,0.52,,1.32,,1.77,,1.22,,1.1,,2.6,,0.5,,0.55,,1.198,,2.4,,0.97,,2.95,,2.67,,2.912,,4.53,,17.26,,9.44,,3.65,,87.35
31/12/2015,0.146,,0.78,,0.67,,0.61,,1.29,,1.77,,1.21,,1.15,,2.6,,0.5,,0.57,,1.174,,2.46,,0.97,,2.96,,2.69,,2.902,,4.55,,17.68,,9.45,,3.64,,87.5
1/1/2016,0.146,,0.78,,0.67,,0.61,,1.29,,1.77,,1.21,,1.15,,2.6,,0.5,,0.57,,1.174,,2.46,,0.97,,2.96,,2.69,,2.902,,4.55,,17.68,,9.45,,3.64,,87.5
4/1/2016,0.144,,0.71,,0.67,,0.55,,1.21,,1.83,,1.18,,1.12,,2.5,,0.5,,0.53,,1.157,,2.43,,0.97,,2.9,,2.69,,2.823,,4.43,,16.94,,9.23,,3.51,,85.1
5/1/2016,0.143,,0.65,,0.66,,0.57,,1.21,,1.83,,1.19,,1.19,,2.46,,0.49,,0.53,,1.157,,2.43,,0.96,,2.9,,2.63,,2.902,,4.46,,16.18,,9.1,,3.51,,82.9
6/1/2016,0.14,,0.71,,0.67,,0.56,,1.21,,1.82,,1.19,,1.2,,2.42,,0.48,,0.56,,1.14,,2.66,,0.95,,2.93,,2.63,,2.842,,4.45,,15.92,,9.03,,3.49,,82.5
7/1/2016,0.14,,0.68,,0.63,,0.52,,1.19,,1.89,,1.12,,1.17,,2.32,,0.455,,0.54,,1.099,,2.56,,0.89,,2.89,,2.53,,2.813,,4.41,,15,,8.55,,3.38,,80.4
8/1/2016,0.152,,0.68,,0.63,,0.52,,1.22,,1.91,,1.13,,1.32,,2.31,,0.48,,0.56,,1.107,,2.56,,0.9,,2.92,,2.56,,2.823,,4.27,,15.62,,8.85,,3.46,,82.05
11/1/2016,0.151,,0.68,,0.6,,0.56,,1.22,,1.79,,1.06,,1.22,,2.2,,0.44,,0.56,,1.041,,2.25,,0.9,,2.78,,2.5,,2.703,,4.14,,14.72,,8.58,,3.36,,80.6
12/1/2016,0.151,,0.65,,0.59,,0.55,,1.26,,1.86,,1.02,,1.07,,2.1,,0.41,,0.57,,1.066,,2.28,,0.9,,2.69,,2.5,,2.743,,4.22,,14.2,,8.34,,3.32,,79.65
13/1/2016,0.145,,0.65,,0.6,,0.55,,1.26,,1.8,,1.04,,1.1,,2.06,,0.41,,0.53,,1.05,,2.21,,0.89,,2.69,,2.48,,2.773,,4.41,,14.2,,8.66,,3.48,,81.6
14/1/2016,0.149,,0.66,,0.6,,0.55,,1.24,,1.8,,0.94,,1.12,,2.02,,0.4,,0.52,,1.058,,2.21,,0.9,,2.63,,2.45,,2.733,,4.38,,14,,8.64,,3.46,,81.3
15/1/2016,0.154,,0.66,,0.58,,0.53,,1.18,,1.79,,0.92,,1.1,,2.04,,0.4,,0.54,,1.008,,2.17,,0.85,,2.68,,2.42,,2.673,,4.38,,13.58,,8.51,,3.49,,80.45
18/1/2016,0.146,,0.66,,0.58,,0.55,,1.15,,1.77,,0.89,,1.05,,2.02,,0.4,,0.54,,0.992,,2.16,,0.87,,2.65,,2.38,,2.673,,4.35,,13.4,,8.36,,3.41,,80.1
19/1/2016,0.149,,0.66,,0.55,,0.56,,1.19,,1.83,,0.92,,1.12,,2.07,,0.4,,0.54,,1.025,,2.2,,0.89,,2.67,,2.36,,2.733,,4.51,,14.24,,8.66,,3.56,,82.8
20/1/2016,0.137,,0.65,,0.52,,0.52,,1.15,,1.79,,0.83,,1.05,,2.11,,0.4,,0.54,,0.95,,2.05,,0.85,,2.59,,2.39,,2.703,,4.48,,13.68,,8.12,,3.39,,80
21/1/2016,0.15,,0.63,,0.5,,0.52,,1.15,,1.8,,0.78,,0.94,,1.98,,0.395,,0.52,,0.901,,1.95,,0.81,,2.47,,2.32,,2.603,,4.4,,13.32,,8,,3.31,,80
22/1/2016,0.138,,0.62,,0.53,,0.52,,1.15,,1.85,,0.8,,0.98,,2.03,,0.4,,0.52,,0.917,,1.99,,0.82,,2.48,,2.38,,2.743,,4.41,,13.96,,8.15,,3.36,,82.65
25/1/2016,0.14,,0.63,,0.5,,0.52,,1.15,,1.85,,0.79,,0.99,,2.07,,0.405,,0.52,,0.934,,2.01,,0.81,,2.55,,2.4,,2.793,,4.46,,13.88,,8.31,,3.42,,83.75
26/1/2016,0.135,,0.62,,0.495,,0.5,,1.15,,1.85,,0.78,,0.92,,2.02,,0.4,,0.5,,0.884,,2.02,,0.77,,2.55,,2.34,,2.743,,4.5,,13.3,,8.17,,3.34,,82.3
27/1/2016,0.128,,0.54,,0.49,,0.495,,1.18,,1.85,,0.79,,0.94,,1.99,,0.4,,0.485,,0.909,,1.96,,0.81,,2.68,,2.4,,2.872,,4.53,,13.5,,8.29,,3.44,,83.7
28/1/2016,0.127,,0.53,,0.5,,0.53,,1.18,,1.87,,0.78,,0.92,,2.06,,0.4,,0.455,,0.901,,1.89,,0.81,,2.56,,2.39,,2.982,,4.58,,13.32,,8.39,,3.58,,84.7
29/1/2016,0.114,,0.53,,0.52,,0.51,,1.18,,1.85,,0.91,,0.92,,2.06,,0.4,,0.455,,0.967,,1.92,,0.78,,2.68,,2.44,,3.032,,4.64,,13.98,,8.55,,3.61,,85.7
1/2/2016,0.114,,0.56,,0.5,,0.51,,1.18,,1.86,,0.71,,0.93,,2.02,,0.41,,0.425,,0.975,,1.9,,0.79,,2.78,,2.41,,2.962,,4.63,,14,,8.51,,3.67,,85.5
2/2/2016,0.112,,0.58,,0.52,,0.51,,1.18,,1.87,,0.62,,0.93,,2.19,,0.41,,0.44,,0.983,,1.9,,0.84,,2.75,,2.41,,2.952,,4.71,,13.6,,8.5,,3.64,,85.75
